Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
179,20,17423,9,5,2008,2009,748,1904,0,312,2216,2234,0,0,2234,1,0,2,0,1,1,9,1,0,60,0,0,0,0,0,7,2009,501837
180,30,8520,5,6,1923,2006,0,0,0,968,968,968,0,0,968,0,0,1,0,2,1,5,0,0,0,184,0,0,0,0,7,2007,100000
181,160,2117,6,5,2000,2000,456,436,0,320,756,769,756,0,1525,0,0,2,1,3,1,5,1,0,0,0,0,0,0,0,6,2007,177000
182,70,7588,7,6,1920,1950,0,352,0,441,793,901,901,0,1802,0,0,1,1,4,1,9,1,0,0,40,0,0,0,0,7,2006,200100
183,20,9060,5,6,1957,2006,98,0,0,0,0,1340,0,0,1340,0,0,1,0,3,1,7,1,116,0,0,180,0,0,0,6,2007,120000
184,50,11426,7,5,2003,2003,0,0,0,1362,1362,1362,720,0,2082,0,0,2,1,3,1,6,0,280,238,0,0,0,0,0,6,2008,200000
185,50,7438,5,8,1908,1991,0,0,0,504,504,936,316,0,1252,0,0,1,0,3,1,5,0,104,0,0,0,0,0,0,6,2006,127000
186,75,22950,10,9,1892,1993,0,0,0,1107,1107,1518,1518,572,3608,0,0,2,1,4,1,12,2,0,260,0,0,410,0,0,6,2006,475000
187,80,9947,7,5,1990,1991,0,611,0,577,1188,1217,0,0,1217,1,0,2,0,3,1,6,0,168,27,0,0,0,0,0,6,2009,173000
188,50,10410,5,7,1916,1987,0,0,0,660,660,808,704,144,1656,0,0,2,1,3,1,8,0,0,0,0,140,0,0,0,8,2009,135000
189,90,7018,5,5,1979,1979,275,1086,0,0,1086,1224,0,0,1224,2,0,0,2,2,2,6,2,120,0,0,0,0,0,0,6,2009,153337
190,120,4923,8,5,2001,2002,0,1153,0,440,1593,1593,0,0,1593,1,0,1,1,0,1,5,1,0,120,0,0,224,0,0,8,2008,286000
191,70,10570,8,8,1932,1994,0,297,0,556,853,1549,1178,0,2727,0,0,2,1,3,1,10,2,0,74,0,0,0,0,0,12,2007,315000
192,60,7472,7,9,1972,2004,138,626,0,99,725,725,754,0,1479,1,0,1,1,4,1,7,0,0,32,0,0,0,0,0,6,2007,184000
193,20,9017,7,5,1999,1999,0,560,0,871,1431,1431,0,0,1431,1,0,2,0,3,1,6,0,0,35,0,0,0,0,0,9,2009,192000
194,160,2522,7,5,2004,2004,50,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,0,40,0,0,0,0,0,5,2006,130000
195,20,7180,5,7,1972,1972,0,390,0,474,864,864,0,0,864,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,5,2008,127000
196,160,2280,6,6,1976,1976,0,566,0,289,855,855,601,0,1456,0,0,2,1,3,1,7,1,87,0,0,0,0,0,0,7,2009,148500
197,20,9416,7,5,2007,2007,205,1126,0,600,1726,1726,0,0,1726,1,0,2,0,3,1,8,1,171,138,0,0,266,0,0,9,2007,311872
198,75,25419,8,4,1918,1990,0,1036,184,140,1360,1360,1360,392,3112,1,1,2,0,4,1,8,1,0,16,552,0,0,512,0,3,2006,235000
199,75,5520,6,6,1912,1950,0,0,0,755,755,929,929,371,2229,0,0,1,0,5,1,8,0,0,198,30,0,0,0,0,7,2009,104000
200,20,9591,8,5,2004,2005,262,1088,0,625,1713,1713,0,0,1713,1,0,2,0,3,1,7,1,0,26,0,0,170,0,0,1,2009,274900
201,20,8546,4,5,2003,2004,0,0,0,1121,1121,1121,0,0,1121,0,0,2,0,2,1,5,0,132,64,0,0,0,0,0,3,2010,140000
202,20,10125,6,6,1977,1977,0,641,279,276,1196,1279,0,0,1279,0,1,2,0,3,1,6,2,238,83,0,0,0,0,0,2,2008,171500
203,50,7000,6,6,1924,1950,0,617,0,0,617,865,445,0,1310,0,0,2,0,2,1,6,0,0,0,126,0,0,0,0,5,2006,112000
204,120,4438,6,5,2004,2004,205,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,149,0,0,0,0,0,0,1,2008,149000
205,50,3500,5,7,1947,1950,0,312,0,408,720,720,564,0,1284,0,0,1,1,2,1,5,0,0,35,0,0,0,0,0,4,2009,110000
206,20,11851,7,5,1990,1990,0,0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,0,34,0,508,0,0,0,5,2009,180500
207,20,13673,5,5,1962,1962,0,0,0,1140,1140,1696,0,0,1696,0,0,1,1,3,1,8,1,0,30,0,0,0,0,0,3,2007,143900
208,20,12493,4,5,1960,1960,0,419,306,375,1100,1100,0,0,1100,1,0,1,0,3,1,6,1,355,0,0,0,0,0,0,4,2008,141000
209,60,14364,7,5,1988,1989,128,1065,0,92,1157,1180,882,0,2062,1,0,2,1,3,1,7,1,60,55,0,0,154,0,0,4,2007,277000
210,20,8250,6,7,1964,1964,260,787,0,305,1092,1092,0,0,1092,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,7,2008,145000
211,30,5604,5,6,1925,1950,0,468,0,396,864,864,0,0,864,1,0,1,0,2,1,5,0,0,0,96,0,0,0,0,4,2008,98000
212,20,10420,6,5,2009,2009,0,36,0,1176,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,100,22,0,0,0,0,0,3,2010,186000
213,60,8640,7,5,2009,2009,0,822,0,78,900,932,920,0,1852,1,0,2,1,3,1,7,1,168,108,0,0,0,0,0,7,2009,252678
214,20,13568,5,5,1995,1995,0,716,0,274,990,990,0,0,990,0,1,1,0,3,1,5,0,224,0,0,0,0,0,0,7,2006,156000
215,60,10900,6,7,1977,1977,153,378,0,311,689,689,703,0,1392,0,0,1,1,3,1,6,0,0,36,0,0,0,0,450,3,2010,161750
216,20,10011,5,6,1957,1996,64,360,0,710,1070,1236,0,0,1236,0,1,1,0,2,1,6,1,0,0,0,0,0,0,0,5,2006,134450
217,20,8450,7,5,2004,2004,266,946,0,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,139,98,0,0,0,0,0,4,2008,210000
218,70,9906,4,4,1925,1950,0,0,0,686,686,810,518,0,1328,0,0,1,0,3,1,8,0,0,172,60,0,0,0,0,9,2006,107000
219,50,15660,7,9,1939,2006,312,341,0,457,798,1137,817,0,1954,0,1,1,1,3,1,8,2,0,119,150,0,0,0,0,5,2008,311500
220,120,3010,7,5,2005,2006,16,16,0,1232,1248,1248,0,0,1248,0,0,2,0,2,1,5,0,108,0,0,0,0,0,0,3,2006,167240
221,20,8990,7,5,2006,2006,0,0,0,1498,1498,1498,0,0,1498,0,0,2,0,2,1,5,0,351,33,0,0,0,0,0,4,2006,204900
222,60,8068,6,5,2002,2002,0,0,0,1010,1010,1010,1257,0,2267,0,0,2,1,4,1,8,1,120,46,0,0,0,0,0,12,2009,200000
223,60,11475,6,6,1975,1975,0,550,0,163,713,811,741,0,1552,1,0,2,1,3,1,6,1,209,208,0,0,0,0,0,2,2006,179900
224,20,10500,4,6,1971,1971,0,524,180,160,864,864,0,0,864,0,0,1,0,2,1,4,0,216,0,0,0,0,0,0,3,2009,97000
225,20,13472,10,5,2003,2003,922,56,0,2336,2392,2392,0,0,2392,0,0,2,0,3,1,8,1,248,105,0,0,0,0,0,6,2009,386250
226,160,1680,5,5,1971,1971,142,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,0,0,0,0,0,0,0,5,2009,112000
227,60,9950,7,5,1995,1995,290,565,0,638,1203,1214,1306,0,2520,0,0,2,1,4,1,9,1,224,114,0,0,0,0,0,6,2007,290000
228,160,1869,6,6,1970,1970,127,321,0,162,483,483,504,0,987,0,0,1,1,2,1,5,0,0,0,0,0,0,0,0,9,2008,106000
229,20,8521,5,5,1967,1967,0,842,0,70,912,912,0,0,912,0,0,1,0,3,1,5,1,0,0,0,0,0,0,0,5,2010,125000
230,120,3182,7,5,2005,2006,16,16,0,1357,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,143,20,0,0,0,0,0,5,2009,192500
231,20,8760,6,6,1959,1959,220,0,0,1194,1194,1194,0,0,1194,1,0,1,0,3,1,6,0,0,0,120,0,0,0,0,4,2010,148000
232,60,15138,8,5,1995,1996,506,689,0,773,1462,1490,1304,0,2794,1,0,2,1,4,1,9,1,0,146,202,0,0,0,0,7,2009,403000
233,160,1680,6,5,1972,1972,297,0,0,483,483,483,504,0,987,0,0,1,1,2,1,5,1,0,0,0,0,0,0,0,6,2006,94500
234,20,10650,5,6,1976,1976,0,182,712,0,894,894,0,0,894,1,0,1,0,3,1,5,0,365,0,0,0,0,0,0,2,2010,128200
235,60,7851,6,5,2002,2002,NA,625,0,235,860,860,1100,0,1960,1,0,2,1,4,1,8,2,288,48,0,0,0,0,0,5,2010,216500
236,160,1680,6,3,1971,1971,604,358,0,125,483,483,504,0,987,0,0,1,1,2,1,5,0,0,0,0,0,0,0,0,8,2008,89500
237,20,8773,7,5,2004,2004,98,24,0,1390,1414,1414,0,0,1414,0,0,2,0,3,1,6,0,132,105,0,0,0,0,0,5,2010,185500
238,60,9453,7,7,1993,2003,0,402,0,594,996,1014,730,0,1744,0,0,2,1,3,1,7,0,370,70,0,238,0,0,0,2,2010,194500
239,20,12030,8,5,2007,2007,254,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,168,228,0,0,0,0,0,12,2007,318000
240,50,8741,6,4,1945,1950,0,94,0,641,735,798,689,0,1487,0,0,1,1,3,1,7,1,0,140,0,0,0,0,0,4,2010,113000
241,20,9000,8,5,2008,2008,36,1078,0,488,1566,1566,0,0,1566,1,0,2,0,3,1,7,0,144,168,0,0,0,0,0,4,2010,262500
242,30,3880,5,9,1945,1997,0,329,0,357,686,866,0,0,866,0,0,1,0,2,1,4,0,58,42,0,0,0,0,0,8,2007,110500
243,50,5000,5,4,1900,1950,0,0,0,540,540,889,551,0,1440,0,0,1,0,3,1,6,0,0,0,77,0,0,0,0,4,2006,79000
244,160,10762,6,6,1980,1980,0,0,0,626,626,626,591,0,1217,0,0,1,1,3,1,6,1,0,28,0,0,0,0,0,4,2009,120000
245,60,8880,7,5,1994,2002,0,695,0,253,948,1222,888,0,2110,1,0,2,1,3,1,8,2,0,130,0,0,0,0,0,5,2010,205000
246,20,10400,7,5,1988,1988,102,929,0,916,1845,1872,0,0,1872,0,1,2,0,3,1,6,1,197,39,0,0,0,0,0,6,2006,241500
247,190,9142,6,8,1910,1950,0,0,0,1020,1020,908,1020,0,1928,0,0,2,0,4,2,9,0,0,60,112,0,0,0,0,4,2006,137000
248,20,11310,6,5,1954,1954,0,0,0,1367,1367,1375,0,0,1375,0,0,1,0,2,1,5,1,0,30,0,0,0,0,0,6,2006,140000
249,60,11317,7,5,2003,2003,101,0,0,840,840,840,828,0,1668,0,0,2,1,3,1,8,0,144,68,0,0,0,0,0,9,2007,180000
250,50,159000,6,7,1958,2006,472,697,0,747,1444,1444,700,0,2144,0,1,2,0,4,1,7,2,0,98,0,0,0,0,500,6,2007,277000
251,30,5350,3,2,1940,1966,0,0,0,728,728,1306,0,0,1306,0,0,1,0,3,1,6,0,263,0,0,0,0,0,450,5,2010,76500
252,120,4750,8,5,2006,2007,481,1573,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,123,0,0,0,153,0,0,12,2007,235000
253,60,8366,6,5,2004,2004,0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,138,45,0,0,0,0,0,12,2008,173000
254,80,9350,6,7,1964,1991,108,270,580,452,1302,1302,0,0,1302,0,1,2,0,3,1,7,0,333,0,0,0,0,0,0,10,2007,158000
255,20,8400,5,6,1957,1957,0,922,0,392,1314,1314,0,0,1314,1,0,1,0,3,1,5,0,250,0,0,0,0,0,0,6,2010,145000
256,60,8738,7,5,1999,1999,302,0,0,975,975,1005,1286,0,2291,0,0,2,1,4,1,8,1,192,0,0,0,0,0,0,2,2006,230000
257,60,8791,6,5,2003,2003,0,503,0,361,864,864,864,0,1728,0,0,2,1,3,1,7,0,216,56,0,0,0,0,0,5,2008,207500
258,20,8814,7,5,2006,2006,180,1334,0,270,1604,1604,0,0,1604,1,0,2,1,3,1,8,1,123,110,0,0,0,0,0,3,2009,220000
259,60,12435,7,5,2001,2001,172,361,0,602,963,963,829,0,1792,0,0,2,1,3,1,7,1,0,96,0,245,0,0,0,5,2008,231500
260,20,12702,5,5,1956,1956,0,0,0,0,0,882,0,0,882,0,0,1,0,2,1,4,0,0,45,0,0,0,0,0,12,2008,97000
261,80,19296,6,5,1962,1962,399,672,690,0,1362,1382,0,0,1382,1,0,1,0,3,1,6,1,0,0,252,0,0,0,0,5,2009,176000
262,60,9588,8,5,2007,2007,270,0,0,1482,1482,1482,1092,0,2574,0,0,2,1,3,1,10,1,0,148,0,0,0,0,0,11,2007,276000
263,80,8471,6,7,1977,1995,46,506,0,0,506,1212,0,0,1212,1,0,1,0,3,1,6,1,292,12,0,0,0,0,0,7,2006,151000
264,50,5500,5,7,1929,2001,0,234,692,0,926,926,0,390,1316,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,4,2010,130000
265,30,5232,5,5,1925,2004,0,0,0,680,680,764,0,0,764,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,6,2008,73000
266,20,12090,6,6,1981,1981,210,588,228,606,1422,1422,0,0,1422,0,0,2,0,3,1,7,1,276,0,0,0,0,0,0,6,2008,175500
267,60,11207,6,5,1997,1997,0,714,0,88,802,802,709,0,1511,1,0,2,1,3,1,8,1,95,75,0,0,0,0,0,6,2006,185000
268,75,8400,5,8,1939,1997,0,378,0,342,720,1052,720,420,2192,0,0,2,1,4,1,8,1,262,24,0,0,0,0,0,7,2008,179500
269,30,6900,5,6,1940,1955,0,403,125,212,740,778,0,0,778,0,0,1,0,2,1,4,1,0,25,0,0,0,0,0,2,2008,120500
270,20,7917,6,7,1976,1976,174,751,0,392,1143,1113,0,0,1113,1,0,1,1,3,1,6,1,370,30,0,0,0,0,0,5,2007,148000
271,60,10728,8,5,2006,2006,0,0,0,1095,1095,1095,844,0,1939,0,0,2,1,3,1,8,1,192,51,0,0,0,0,0,8,2006,266000
272,20,39104,7,7,1954,2005,0,226,1063,96,1385,1363,0,0,1363,1,0,1,0,2,1,5,2,81,0,0,0,0,0,0,4,2008,241500
273,60,11764,8,7,1999,2007,348,524,0,628,1152,1164,1106,0,2270,0,0,2,1,4,1,9,1,132,57,0,0,0,0,0,4,2010,290000
274,20,9600,6,6,1958,1988,183,620,620,0,1240,1632,0,0,1632,1,0,2,0,3,1,6,1,289,0,0,0,0,0,0,4,2009,139000
275,20,8314,5,7,1982,1982,0,546,0,270,816,816,0,0,816,0,0,1,0,2,1,5,0,168,0,0,0,0,0,0,6,2007,124500
276,50,7264,7,7,1925,2007,0,0,0,952,952,952,596,0,1548,0,0,2,1,3,1,5,0,74,0,0,0,144,0,0,10,2009,205000
277,20,9196,7,5,2003,2003,0,0,0,1560,1560,1560,0,0,1560,0,0,2,0,3,1,7,0,100,150,0,0,0,0,0,4,2010,201000
278,20,19138,4,5,1951,1951,0,120,0,744,864,864,0,0,864,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,6,2010,141000
279,20,14450,9,5,2006,2007,315,0,0,2121,2121,2121,0,0,2121,0,0,2,1,3,1,8,1,124,98,0,0,142,0,0,5,2007,415298
280,60,10005,7,5,1977,1977,299,392,0,768,1160,1156,866,0,2022,0,0,2,1,4,1,8,1,288,117,0,0,0,0,0,3,2008,192000
281,60,11287,7,6,1989,1989,340,421,0,386,807,1175,807,0,1982,0,0,2,1,3,1,7,1,0,84,0,196,0,0,0,1,2007,228500
282,20,7200,6,5,2006,2006,68,905,0,357,1262,1262,0,0,1262,0,0,2,0,2,1,5,0,0,120,0,0,0,0,0,5,2006,185000
283,120,5063,7,5,2007,2008,166,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,172,62,0,0,0,0,0,4,2009,207500
284,20,9612,8,5,2008,2009,72,0,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,210,150,0,0,0,0,0,12,2009,244600
285,120,8012,6,5,1992,1992,0,430,0,1145,1575,1575,0,0,1575,1,0,2,0,2,1,5,0,0,0,52,0,0,0,0,7,2007,179200
286,160,4251,7,5,2006,2007,0,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,0,54,0,0,0,0,0,6,2007,164700
287,50,9786,6,7,1962,1981,0,600,0,312,912,1085,649,0,1734,0,0,1,1,3,1,7,1,0,0,0,0,128,0,0,6,2006,159000
288,20,8125,4,4,1971,1971,0,614,0,244,858,858,0,0,858,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,6,2006,88000
289,20,9819,5,5,1967,1967,31,450,0,432,882,900,0,0,900,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,2,2010,122000
290,70,8730,6,7,1915,2003,0,0,0,698,698,698,698,0,1396,0,0,1,0,3,1,7,0,0,0,0,0,259,0,0,7,2007,153575
291,60,15611,8,5,2006,2006,0,0,0,1079,1079,1079,840,0,1919,0,0,2,1,3,1,8,1,0,51,0,0,0,0,0,7,2006,233230
292,190,5687,5,6,1912,2000,0,210,0,570,780,936,780,0,1716,1,0,2,0,6,1,9,0,0,184,0,0,0,0,0,3,2008,135900
293,50,11409,5,4,1949,2008,0,292,0,476,768,1148,568,0,1716,0,0,1,1,3,1,8,1,0,0,0,0,160,0,0,1,2009,131000
294,60,16659,7,7,1977,1994,34,795,0,0,795,1468,795,0,2263,1,0,2,1,3,1,9,1,0,250,0,0,0,0,0,3,2006,235000
295,20,9600,6,5,1953,1953,238,1285,0,131,1416,1644,0,0,1644,1,0,1,0,3,1,7,2,110,0,0,0,0,0,0,10,2009,167000
296,80,7937,6,6,1984,1984,0,819,0,184,1003,1003,0,0,1003,1,0,1,0,3,1,6,0,120,0,0,0,0,0,0,3,2006,142500
297,50,13710,5,5,1950,1950,0,420,0,490,910,910,648,0,1558,0,0,1,1,4,1,6,0,289,0,0,0,0,0,0,6,2007,152000
298,60,7399,7,5,1997,1998,1600,649,0,326,975,975,975,0,1950,0,0,2,1,3,1,7,1,0,10,0,0,198,0,0,6,2007,239000
299,60,11700,6,6,1968,1968,365,384,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,224,0,0,0,0,0,0,6,2007,175000
300,20,14000,6,8,1950,2004,0,0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,0,36,0,0,0,0,0,8,2009,158500
301,190,15750,5,5,1953,1953,56,841,0,324,1165,1336,0,0,1336,1,0,1,0,2,1,5,2,0,0,0,0,0,0,0,6,2006,157000
302,60,16226,8,5,1998,1999,0,281,0,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,208,50,0,0,0,0,0,5,2007,267000
303,20,13704,7,5,2001,2002,150,0,0,1541,1541,1541,0,0,1541,0,0,2,0,3,1,6,1,468,81,0,0,0,0,0,1,2006,205000
304,20,9800,5,7,1972,1972,0,894,0,0,894,894,0,0,894,1,0,1,0,3,1,5,0,256,0,0,0,0,0,0,7,2006,149900
305,75,18386,7,9,1880,2002,0,0,0,1470,1470,1675,1818,0,3493,0,0,3,0,3,1,10,1,302,0,0,0,0,0,0,5,2008,295000
306,20,10386,8,5,2004,2005,246,1464,0,536,2000,2000,0,0,2000,1,0,2,0,3,1,8,0,168,0,0,0,0,0,0,7,2007,305900
307,60,13474,7,5,1990,1991,246,700,0,0,700,1122,1121,0,2243,1,0,2,1,4,1,8,1,127,44,224,0,0,0,0,6,2007,225000
308,50,7920,6,7,1920,1950,0,0,0,319,319,1035,371,0,1406,0,0,1,0,3,1,6,0,0,144,0,0,0,0,0,3,2008,89500
309,30,12342,4,5,1940,1950,0,262,0,599,861,861,0,0,861,0,0,1,0,1,1,4,0,158,0,0,0,0,0,0,3,2009,82500
310,20,12378,9,5,2003,2004,0,1274,0,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,208,175,0,0,0,0,0,11,2006,360000
311,60,7685,6,5,1993,1994,112,518,0,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,190,63,0,0,0,0,0,5,2006,165600
312,20,8000,6,6,1948,2002,0,680,0,292,972,972,0,0,972,1,0,1,0,2,1,5,1,0,0,0,0,0,0,0,5,2009,132000
313,190,7800,5,7,1939,1950,0,507,0,286,793,793,325,0,1118,1,0,1,0,3,1,5,1,0,0,0,0,271,0,0,5,2006,119900
314,20,215245,7,5,1965,1965,0,1236,820,80,2136,2036,0,0,2036,2,0,2,0,3,1,8,2,0,0,0,0,0,0,0,6,2009,375000
315,70,9600,7,7,1925,1990,0,16,0,712,728,832,809,0,1641,0,1,1,1,3,1,6,1,0,0,234,0,0,0,0,8,2006,178000
316,60,7795,7,5,2004,2005,0,425,0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,100,51,0,0,0,0,0,7,2009,188500
317,60,13005,7,7,1980,1980,278,692,0,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,288,195,0,0,0,0,0,8,2009,260000
318,60,9000,8,5,2006,2006,0,0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,208,46,0,0,0,0,0,12,2007,270000
319,60,9900,7,5,1993,1993,256,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,340,60,144,0,0,0,0,4,2009,260000
320,80,14115,7,5,1980,1980,225,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,233,48,0,0,0,0,0,6,2009,187500
321,60,16259,9,5,2006,2006,370,0,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,240,154,0,0,0,0,0,9,2006,342643
322,60,12099,8,5,2004,2004,388,970,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,184,154,0,0,0,0,0,6,2007,354000
323,60,10380,7,5,1986,1987,172,28,1474,0,1502,1553,1177,0,2730,1,0,2,1,4,1,8,1,201,96,0,0,0,0,0,8,2007,301000
324,20,5820,3,8,1955,2005,0,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,142,98,0,0,0,0,0,7,2006,126175
325,80,11275,7,7,1967,2007,300,0,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,240,0,0,0,0,0,0,6,2010,242000
326,45,5000,5,6,1941,1950,0,116,0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,0,0,244,0,0,0,0,12,2007,87000
327,120,10846,8,5,1993,1993,0,1619,0,100,1719,1719,0,0,1719,2,0,1,1,1,1,6,2,122,30,0,0,0,0,0,5,2008,324000
328,20,11600,6,5,1960,1960,175,565,0,818,1383,1383,0,0,1383,0,0,1,1,3,1,7,0,0,45,0,0,0,0,0,4,2006,145250
329,75,11888,6,6,1916,1994,0,0,0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,0,60,268,0,0,0,0,7,2009,214500
330,70,6402,5,5,1920,1950,0,0,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,0,0,137,0,0,0,0,7,2009,78000
331,90,10624,5,4,1964,1964,84,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,155,0,0,0,0,0,0,11,2007,119000
332,20,8176,5,6,1958,1992,0,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,8,2007,139000
333,20,10655,8,5,2003,2004,296,1124,479,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,0,0,0,0,0,0,0,10,2009,284000
334,120,8198,7,5,2004,2004,146,720,0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,192,30,0,0,0,0,0,7,2008,207000
335,60,9042,6,5,1998,1998,0,828,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,100,38,0,0,0,0,0,7,2008,192000
336,190,164660,5,6,1965,1965,0,1249,147,103,1499,1619,167,0,1786,2,0,2,0,3,1,7,2,670,0,0,0,0,0,700,8,2008,228950
337,20,14157,9,5,2005,2006,200,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,178,51,0,0,0,0,0,7,2007,377426
338,20,9135,7,5,2002,2003,113,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,192,74,0,0,0,0,0,12,2008,214000
339,20,14145,7,7,1984,1998,0,213,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,108,45,0,0,0,0,400,5,2006,202500
340,20,12400,6,7,1958,1998,176,585,0,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,0,0,0,0,234,0,0,6,2009,155000
341,60,14191,8,5,2002,2002,0,0,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,135,0,0,0,0,0,0,4,2010,202900
342,20,8400,4,4,1950,1950,0,0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,250,0,24,0,0,0,0,9,2009,82000
343,90,8544,3,4,1949,1950,340,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,0,0,0,0,0,0,0,5,2006,87500
344,120,8849,9,5,2005,2005,616,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,495,72,0,0,0,0,0,7,2008,266000
345,160,2592,5,3,1976,1976,0,129,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,182,0,0,0,0,0,0,4,2010,85000
346,50,6435,6,5,1939,1950,0,0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,0,0,0,0,0,0,0,10,2006,140200
347,20,12772,6,8,1960,1998,0,498,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,0,0,0,0,0,0,15500,4,2007,151500
348,20,17600,6,5,1960,1960,30,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,0,40,0,0,0,0,0,12,2009,157500
349,160,2448,7,5,2003,2004,106,573,0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,0,27,0,0,0,0,0,10,2008,154000
350,60,20431,9,5,2005,2006,870,1410,0,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,0,0,0,0,0,0,0,4,2006,437154
351,120,7820,9,5,2007,2007,362,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,210,54,0,0,0,0,0,12,2007,318061
352,120,5271,7,5,1986,1986,0,1082,0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,0,80,0,0,184,0,0,12,2006,190000
353,50,9084,5,6,1941,1950,0,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,48,0,0,0,0,0,0,3,2008,95000
354,30,8520,6,8,1928,2003,0,0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,106,0,0,0,0,0,0,5,2010,105900
355,50,8400,6,5,1940,2000,0,388,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,0,0,108,0,0,0,0,6,2006,140000
356,20,11249,6,5,1995,1995,0,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,0,26,0,0,0,0,0,8,2007,177500
357,20,9248,6,6,1992,1992,106,560,0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,120,26,0,0,0,0,0,7,2009,173000
358,120,4224,5,5,1976,1976,0,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,536,90,0,0,0,0,0,8,2007,134000
359,80,6930,5,4,1958,1958,120,300,294,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,168,0,294,0,0,0,0,7,2006,130000
360,60,12011,8,5,1998,1998,530,956,0,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,208,75,0,0,374,0,0,6,2006,280000
